"node","type"
"CXCR2",2
"HEBP1",2
"CTLA4",2
"S1PR4",2
"ADCY1",2
"ABTB1",2
"GLI2",2
"TAC1",2
"INS",2
"SNX18",2
"AGTR2",2
"DRG2",2
"ASB11",2
"USP47",2
"TRIB2",2
"MMP1",2
"CCL28",2
"CCR1",2
"HIST1H2AG",2
"TAS1R2",2
"TRIM36",2
"RPS21",2
"CHRM2",2
"CAMP",2
"BDKRB2",2
"SPG7",2
"CXCL9",2
"PF4",2
"RNF19A",2
"SPSB4",2
"SPSB3",2
"FBXL7",2
"GABBR2",2
"CSH1",2
"RNMT",2
"MMP9",2
"IL15",2
"COMMD5",2
"S1PR1",2
"NAP1L2",2
"TNFSF11",2
"DCUN1D2",2
"TRIM4",2
"KLHL3",2
"SDC1",2
"UBE2D4",2
"SORL1",2
"SPANXN3",2
"VEGFA",2
"GNG10",2
"GNG11",2
"PPBP",2
"FBXL20",2
"CSF2",2
"C5AR1",2
"YBX1",2
"PRL",2
"UBAC1",2
"ANKRD9",2
"SNORA7A",2
"TLR3",2
"HTR1D",2
"SDC3",2
"TLR2",2
"MMP3",2
"KCNMA1",2
"FBXO5",2
"RAC2",2
"CCL8",2
"GNA14",2
"GNG7",2
"SERPINA12",2
"GRM2",2
"IFNG",2
"ADCY4",2
"CHI3L1",2
"CCL11",2
"CCR3",2
"OPRK1",2
"CXCL1",2
"XRCC4",2
"CXCL12",2
"CCL3",2
"ADIPOQ",2
"GNG4",2
"CXCR1",2
"KLHL25",2
"FBXO24",2
"MTG1",2
"WSB2",2
"TIAL1",2
"CXCL10",2
"SPSB1",2
"ADRA2C",2
"MPO",2
"GH2",2
"CX3CR1",2
"HIST1H2AK",2
"NFKBIB",2
"NPBWR2",2
"CPN2",2
"P2RY14",2
"HTR1B",2
"UBE2J2",2
"FEM1A",2
"HTR1E",2
"CXCL5",2
"PSMG3",2
"CCL4",2
"NPY5R",2
"DCUN1D3",2
"IL6",2
"FBXL21",2
"TAS2R41",2
"RPS26P11",2
"GPR55",2
"PDXK",2
"UBE2G2",2
"GNGT2",2
"OPRL1",2
"EXD3",2
"UBE2Q2",2
"CXCL2",2
"FPR1",2
"GNGT1",2
"PPP2R5B",2
"FBXO43",2
"HIST1H2AM",2
"WWP1",2
"TLR5",2
"MAML2",2
"NUDT1",2
"FBXO9",2
"MYO1A",2
"IL17A",2
"SOCS5",2
"IL9",2
"GALR3",2
"SCNN1D",2
"GPER1",2
"IGHV3OR15-7",2
"IL5",2
"RPL10AP3",2
"ADCY5",2
"PTGDR2",2
"RXFP4",2
"RPSAP15",2
"UBE2Q1",2
"SWAP70",2
"IL4",2
"ADCY8",2
"GNAT3",2
"CCL19",2
"YBX3",2
"ZBTB46",2
"CX3CL1",2
"NOTCH4",2
"FBXW10",2
"MAMLD1",2
"RNF182",2
"SLC25A43",2
"TAS1R1",2
"TNFAIP6",2
"CCR10",2
"FBXW9",2
"LPAR5",2
"SST",2
"UFL1",2
"FBXL22",2
"CCR2",2
"RYR3",2
"ACOXL",2
"GNG3",2
"TULP4",2
"UBE3D",2
"NUDT7",2
"TAS2R7",2
"SAA1",2
"RPL7AP27",2
"UBE3B",2
"IFNB1",2
"IL2",2
"CXCL6",2
"PENK",2
"CCL4L1",2
"CCL1",2
"CCR9",2
"CCL16",2
"CCL27",2
"BDKRB1",2
"CNR2",2
"CMKBR6",2
"CCR8",2
"GPR37L1",2
"HCAR3",2
"GNG8",2
"GALR1",2
"HCAR2",2
"GPR31",2
"GRM6",2
"GRM4",2
"GALR2",2
"CXCL3",2
"GNG13",2
"CXCR6",2
"GRM8",2
"FPR3",2
"GPR17",2
"PMCH",2
"MCHR2",2
"NMS",2
"LPAR3",2
"NMUR1",2
"MCHR1",2
"TAS1R3",2
"PSMB11",2
"MUC5AC",2
"KBTBD13",2
"FBXO41",2
"PPY",2
"PYY",2
"IL7",2
"IL13",2
"CSF3",2
"LEP",2
"NEURL2",2
"ENSG00000254692",2
